day,hour,product
20,9,plate
20,10,woodenspoon
20,11,plate
20,12,saltpepper
20,13,woodenspoon
20,14,ladle
20,15,ladle
20,16,cup
20,16,woodenspoon
20,17,knife
20,17,spatula
20,18,knife
20,18,plate
21,9,ladle
21,10,cup
21,10,ladle
21,11,cup
21,11,woodenspoon
21,12,spatula
21,13,choppingboard
21,13,knife
21,14,saltpepper
21,15,cup
21,15,cup
21,15,woodenspoon
21,16,woodenspoon
21,17,saltpepper
21,18,cup
21,18,cutlery
21,18,woodenspoon
22,9,spatula
22,10,spatula
22,11,woodenspoon
22,12,cup
22,12,cup
22,12,ladle
22,13,choppingboard
22,13,cup
22,13,woodenspoon
22,14,knife
22,14,cutlery
22,14,saltpepper
22,15,spatula
22,16,woodenspoon
22,17,spatula
22,18,woodenspoon
23,9,spatula
23,10,plate
23,11,plate
23,12,saltpepper
23,13,cutlery
23,13,knife
23,14,spatula
23,15,choppingboard
23,15,cup
23,15,woodenspoon
23,16,saltpepper
23,17,ladle
23,18,spatula
24,9,woodenspoon
24,10,spatula
24,11,knife
24,12,woodenspoon
24,13,choppingboard
24,13,ladle
24,14,choppingboard
24,14,knife
24,14,knife
24,15,cutlery
24,15,plate
24,16,knife
24,17,woodenspoon
24,18,woodenspoon
25,9,ladle
25,10,spatula
25,11,saltpepper
25,12,spatula
25,13,cup
25,13,cutlery
25,13,choppingboard
25,13,choppingboard
25,13,choppingboard
25,13,plate
25,14,plate
25,15,plate
25,16,knife
25,16,choppingboard
25,16,woodenspoon
25,17,choppingboard
25,17,cutlery
25,17,saltpepper
25,18,plate
26,9,knife
26,10,woodenspoon
26,11,ladle
26,12,spatula
26,13,spatula
26,14,spatula
26,15,knife
26,15,spatula
26,16,plate
26,17,knife
26,18,cutlery
26,18,woodenspoon
27,9,cutlery
27,9,cutlery
27,9,ladle
27,10,cutlery
27,10,cup
27,10,knife
27,11,choppingboard
27,11,plate
27,12,cup
27,12,saltpepper
27,13,woodenspoon
27,14,saltpepper
27,15,spatula
27,16,cutlery
27,16,knife
27,17,cup
27,17,woodenspoon
27,18,knife
27,18,knife
27,18,choppingboard
27,18,spatula
28,9,spatula
28,10,ladle
28,11,woodenspoon
28,12,woodenspoon
28,13,woodenspoon
28,14,spatula
28,15,woodenspoon
28,16,spatula
28,17,ladle
28,18,ladle
29,9,plate
29,10,spatula
29,11,plate
29,12,cutlery
29,12,cutlery
29,12,woodenspoon
29,13,saltpepper
29,14,spatula
29,15,plate
29,16,cup
29,16,cup
29,16,knife
29,16,saltpepper
29,17,choppingboard
29,17,saltpepper
29,18,choppingboard
29,18,ladle
30,9,knife
30,9,cutlery
30,9,woodenspoon
30,10,cup
30,10,choppingboard
30,10,cutlery
30,10,choppingboard
30,10,knife
30,11,spatula
30,12,ladle
30,13,cutlery
30,13,cutlery
30,13,ladle
30,14,cup
30,14,saltpepper
30,15,saltpepper
30,16,cup
30,16,cutlery
30,16,woodenspoon
30,17,cutlery
30,17,choppingboard
30,17,cup
30,17,cup
30,17,cup
30,17,plate
30,18,saltpepper
31,9,spatula
31,10,plate
31,11,ladle
31,12,spatula
31,13,woodenspoon
31,14,cutlery
31,14,woodenspoon
31,15,knife
31,15,plate
31,16,plate
31,17,ladle
31,18,cutlery
31,18,plate
32,9,ladle
32,10,ladle
32,11,spatula
32,12,ladle
32,13,knife
32,14,knife
32,15,ladle
32,16,cup
32,16,choppingboard
32,16,ladle
32,17,saltpepper
32,18,plate
33,9,spatula
33,10,spatula
33,11,saltpepper
33,12,ladle
33,13,cutlery
33,13,choppingboard
33,13,saltpepper
33,14,plate
33,15,cutlery
33,15,ladle
33,16,ladle
33,17,woodenspoon
33,18,woodenspoon
34,9,plate
34,10,choppingboard
34,10,cutlery
34,10,cup
34,10,ladle
34,11,cup
34,11,cup
34,11,spatula
34,12,plate
34,13,knife
34,13,saltpepper
34,14,cup
34,14,plate
34,15,saltpepper
34,16,spatula
34,17,choppingboard
34,17,plate
34,18,saltpepper
35,9,cup
35,9,spatula
35,10,cutlery
35,10,choppingboard
35,10,ladle
35,11,cup
35,11,woodenspoon
35,12,cutlery
35,12,plate
35,13,spatula
35,14,saltpepper
35,15,knife
35,15,choppingboard
35,15,choppingboard
35,15,woodenspoon
35,16,plate
35,17,spatula
35,18,knife
35,18,cutlery
35,18,woodenspoon
36,9,ladle
36,10,cutlery
36,10,ladle
36,11,saltpepper
36,12,cup
36,12,knife
36,13,choppingboard
36,13,cutlery
36,13,plate
36,14,cutlery
36,14,woodenspoon
36,15,plate
36,16,plate
36,17,saltpepper
36,18,cutlery
36,18,cup
36,18,saltpepper
37,9,ladle
37,10,plate
37,11,cup
37,11,cutlery
37,11,cutlery
37,11,plate
37,12,cutlery
37,12,cup
37,12,cutlery
37,12,cutlery
37,12,saltpepper
37,13,cutlery
37,13,choppingboard
37,13,woodenspoon
37,14,ladle
37,15,spatula
37,16,plate
37,17,cutlery
37,17,spatula
37,18,cutlery
37,18,ladle
38,9,woodenspoon
38,10,choppingboard
38,10,cup
38,10,plate
38,11,saltpepper
38,12,cutlery
38,12,woodenspoon
38,13,cup
38,13,saltpepper
38,14,knife
38,14,spatula
38,15,saltpepper
38,16,spatula
38,17,knife
38,17,saltpepper
38,18,choppingboard
38,18,saltpepper
39,9,cutlery
39,9,saltpepper
39,10,cup
39,10,plate
39,11,woodenspoon
39,12,choppingboard
39,12,cutlery
39,12,choppingboard
39,12,ladle
39,13,cutlery
39,13,knife
39,14,saltpepper
39,15,choppingboard
39,15,ladle
39,16,knife
39,16,spatula
39,17,cup
39,17,plate
39,18,plate
40,9,woodenspoon
40,10,plate
40,11,ladle
40,12,cutlery
40,12,cutlery
40,12,woodenspoon
40,13,plate
40,14,woodenspoon
40,15,woodenspoon
40,16,ladle
40,17,cup
40,17,plate
40,18,saltpepper
41,9,saltpepper
41,10,spatula
41,11,woodenspoon
41,12,cup
41,12,choppingboard
41,12,woodenspoon
41,13,choppingboard
41,13,woodenspoon
41,14,spatula
41,15,plate
41,16,cup
41,16,woodenspoon
41,17,ladle
41,18,knife
41,18,saltpepper
42,9,woodenspoon
42,10,knife
42,11,spatula
42,12,saltpepper
42,13,saltpepper
42,14,cup
42,14,choppingboard
42,14,cup
42,14,spatula
42,15,ladle
42,16,spatula
42,17,plate
42,18,cutlery
42,18,cup
42,18,knife
42,18,ladle
43,9,knife
43,9,saltpepper
43,10,saltpepper
43,11,choppingboard
43,11,cup
43,11,ladle
43,12,cup
43,12,saltpepper
43,13,cup
43,13,plate
43,14,plate
43,15,choppingboard
43,15,choppingboard
43,15,cutlery
43,15,cutlery
43,15,spatula
43,16,plate
43,17,woodenspoon
43,18,choppingboard
43,18,ladle
44,9,plate
44,10,knife
44,11,spatula
44,12,ladle
44,13,plate
44,14,saltpepper
44,15,cup
44,15,plate
44,16,cutlery
44,16,cutlery
44,16,saltpepper
44,17,spatula
44,18,ladle
45,9,choppingboard
45,9,spatula
45,10,cutlery
45,10,spatula
45,11,cutlery
45,11,ladle
45,12,knife
45,13,cutlery
45,13,cup
45,13,plate
45,14,cup
45,14,plate
45,15,woodenspoon
45,16,choppingboard
45,16,ladle
45,17,cutlery
45,17,choppingboard
45,17,choppingboard
45,17,knife
45,18,choppingboard
45,18,spatula
46,9,spatula
46,10,woodenspoon
46,11,woodenspoon
46,12,cup
46,12,knife
46,13,knife
46,13,cutlery
46,13,ladle
46,14,ladle
46,15,woodenspoon
46,16,spatula
46,17,spatula
46,18,plate
47,9,woodenspoon
47,10,ladle
47,11,choppingboard
47,11,woodenspoon
47,12,cutlery
47,12,knife
47,12,plate
47,13,cutlery
47,13,ladle
47,14,spatula
47,15,plate
47,16,woodenspoon
47,17,plate
47,18,plate
48,9,saltpepper
48,10,knife
48,11,cup
48,11,cutlery
48,11,cutlery
48,11,saltpepper
48,12,plate
48,13,cutlery
48,13,woodenspoon
48,14,cutlery
48,14,plate
48,15,spatula
48,16,cup
48,16,choppingboard
48,16,saltpepper
48,17,plate
48,18,saltpepper
49,9,knife
49,9,spatula
49,10,knife
49,10,cup
49,10,woodenspoon
49,11,cup
49,11,choppingboard
49,11,saltpepper
49,12,choppingboard
49,12,ladle
49,13,plate
49,14,cutlery
49,14,choppingboard
49,14,knife
49,14,cup
49,14,spatula
49,15,saltpepper
49,16,plate
49,17,choppingboard
49,17,knife
49,18,plate
50,9,plate
50,10,choppingboard
50,10,woodenspoon
50,11,saltpepper
50,12,ladle
50,13,saltpepper
50,14,knife
50,14,knife
50,15,cup
50,15,ladle
50,16,plate
50,17,woodenspoon
50,18,cup
50,18,cutlery
50,18,cup
50,18,cutlery
50,18,ladle
51,9,saltpepper
51,10,cutlery
51,10,choppingboard
51,10,plate
51,11,cup
51,11,cutlery
51,11,choppingboard
51,11,woodenspoon
51,12,woodenspoon
51,13,spatula
51,14,knife
51,15,choppingboard
51,15,knife
51,16,ladle
51,17,plate
51,18,cup
51,18,choppingboard
51,18,saltpepper
52,9,saltpepper
52,10,ladle
52,11,knife
52,12,knife
52,13,knife
52,14,saltpepper
52,15,cutlery
52,15,woodenspoon
52,16,woodenspoon
52,17,choppingboard
52,17,knife
52,17,spatula
52,18,cup
52,18,choppingboard
52,18,ladle
53,9,cup
53,9,spatula
53,10,spatula
53,11,knife
53,11,choppingboard
53,11,knife
53,12,saltpepper
53,13,woodenspoon
53,14,spatula
53,15,plate
53,16,spatula
53,17,woodenspoon
53,18,cutlery
53,18,saltpepper
54,9,choppingboard
54,9,woodenspoon
54,10,spatula
54,11,cup
54,11,ladle
54,12,ladle
54,13,spatula
54,14,choppingboard
54,14,cutlery
54,14,spatula
54,15,cutlery
54,15,cutlery
54,15,cutlery
54,15,knife
54,15,woodenspoon
54,16,ladle
54,17,choppingboard
54,17,saltpepper
54,18,knife
55,9,ladle
55,10,cutlery
55,10,saltpepper
55,11,saltpepper
55,12,spatula
55,13,woodenspoon
55,14,cutlery
55,14,woodenspoon
55,15,ladle
55,16,plate
55,17,saltpepper
55,18,ladle
56,9,spatula
56,10,choppingboard
56,10,cup
56,10,woodenspoon
56,11,choppingboard
56,11,plate
56,12,saltpepper
56,13,plate
56,14,ladle
56,15,saltpepper
56,16,cup
56,16,ladle
56,17,choppingboard
56,17,choppingboard
56,17,spatula
56,18,cup
56,18,knife
56,18,woodenspoon
57,9,cutlery
57,9,plate
57,10,cup
57,10,ladle
57,11,saltpepper
57,12,ladle
57,13,cutlery
57,13,cutlery
57,13,woodenspoon
57,14,cup
57,14,cutlery
57,14,ladle
57,15,cutlery
57,15,knife
57,16,plate
57,17,cutlery
57,17,ladle
57,18,cutlery
57,18,cup
57,18,ladle
58,9,spatula
58,10,woodenspoon
58,11,knife
58,11,cup
58,11,spatula
58,12,spatula
58,13,choppingboard
58,13,cup
58,13,saltpepper
58,14,saltpepper
58,15,cup
58,15,cup
58,15,plate
58,16,ladle
58,17,knife
58,17,cup
58,17,knife
58,18,cutlery
58,18,cutlery
58,18,plate
59,9,plate
59,10,spatula
59,11,plate
59,12,ladle
59,13,knife
59,13,choppingboard
59,13,ladle
59,14,saltpepper
59,15,woodenspoon
59,16,spatula
59,17,ladle
59,18,plate
60,9,choppingboard
60,9,woodenspoon
60,10,cup
60,10,cutlery
60,10,cutlery
60,10,woodenspoon
60,11,saltpepper
60,12,woodenspoon
60,13,ladle
60,14,cup
60,14,plate
60,15,cup
60,15,woodenspoon
60,16,cup
60,16,spatula
60,17,saltpepper
60,18,choppingboard
60,18,knife
61,9,spatula
61,10,cutlery
61,10,woodenspoon
61,11,ladle
61,12,woodenspoon
61,13,woodenspoon
61,14,cutlery
61,14,spatula
61,15,spatula
61,16,spatula
61,17,cutlery
61,17,knife
61,17,cutlery
61,17,woodenspoon
61,18,cup
61,18,plate
62,9,cup
62,9,saltpepper
62,10,knife
62,10,choppingboard
62,10,woodenspoon
62,11,ladle
62,12,plate
62,13,cutlery
62,13,cup
62,13,ladle
62,14,cutlery
62,14,knife
62,15,plate
62,16,cutlery
62,16,cup
62,16,saltpepper
62,17,saltpepper
62,18,ladle
63,9,woodenspoon
63,10,cutlery
63,10,plate
63,11,ladle
63,12,woodenspoon
63,13,cup
63,13,woodenspoon
63,14,knife
63,15,cup
63,15,spatula
63,16,plate
63,17,choppingboard
63,17,spatula
63,18,plate
64,9,woodenspoon
64,10,knife
64,10,woodenspoon
64,11,cup
64,11,knife
64,11,woodenspoon
64,12,ladle
64,13,knife
64,13,saltpepper
64,14,saltpepper
64,15,knife
64,15,knife
64,16,saltpepper
64,17,woodenspoon
64,18,cutlery
64,18,plate
65,9,plate
65,10,plate
65,11,saltpepper
65,12,spatula
65,13,woodenspoon
65,14,woodenspoon
65,15,choppingboard
65,15,plate
65,16,saltpepper
65,17,cup
65,17,choppingboard
65,17,ladle
65,18,cutlery
65,18,saltpepper
66,9,plate
66,10,choppingboard
66,10,plate
66,11,plate
66,12,knife
66,13,cup
66,13,cutlery
66,13,choppingboard
66,13,knife
66,13,saltpepper
66,14,woodenspoon
66,15,plate
66,16,plate
66,17,spatula
66,18,cup
66,18,plate
67,9,ladle
67,10,choppingboard
67,10,cup
67,10,plate
67,11,cutlery
67,11,choppingboard
67,11,knife
67,12,choppingboard
67,12,saltpepper
67,13,choppingboard
67,13,cutlery
67,13,knife
67,13,knife
67,14,cup
67,14,spatula
67,15,choppingboard
67,15,choppingboard
67,15,woodenspoon
67,16,cup
67,16,cutlery
67,16,spatula
67,17,choppingboard
67,17,ladle
67,18,choppingboard
67,18,knife
67,18,ladle
68,9,cutlery
68,9,woodenspoon
68,10,spatula
68,11,knife
68,11,cutlery
68,11,cup
68,11,ladle
68,12,cup
68,12,saltpepper
68,13,choppingboard
68,13,cutlery
68,13,saltpepper
68,14,knife
68,15,ladle
68,16,plate
68,17,plate
68,18,woodenspoon
69,9,knife
69,9,spatula
69,10,spatula
69,11,plate
69,12,cup
69,12,spatula
69,13,woodenspoon
69,14,ladle
69,15,plate
69,16,saltpepper
69,17,spatula
69,18,saltpepper
70,9,knife
70,9,plate
70,10,choppingboard
70,10,cutlery
70,10,saltpepper
70,11,spatula
70,12,ladle
70,13,cutlery
70,13,cutlery
70,13,saltpepper
70,14,cup
70,14,spatula
70,15,cutlery
70,15,knife
70,15,spatula
70,16,saltpepper
70,17,knife
70,17,plate
70,18,plate
71,9,plate
71,10,cutlery
71,10,cup
71,10,cup
71,10,cup
71,10,ladle
71,11,woodenspoon
71,12,choppingboard
71,12,choppingboard
71,12,woodenspoon
71,13,spatula
71,14,saltpepper
71,15,ladle
71,16,saltpepper
71,17,knife
71,17,knife
71,17,ladle
71,18,cutlery
71,18,ladle
72,9,saltpepper
72,10,saltpepper
72,11,cup
72,11,knife
72,11,plate
72,12,plate
72,13,saltpepper
72,14,choppingboard
72,14,knife
72,14,spatula
72,15,choppingboard
72,15,cup
72,15,cup
72,15,choppingboard
72,15,cup
72,15,cup
72,15,ladle
72,16,cutlery
72,16,knife
72,17,woodenspoon
72,18,saltpepper
73,9,spatula
73,10,saltpepper
73,11,knife
73,11,cutlery
73,11,knife
73,12,choppingboard
73,12,saltpepper
73,13,choppingboard
73,13,spatula
73,14,woodenspoon
73,15,knife
73,15,ladle
73,16,spatula
73,17,spatula
73,18,spatula
74,9,ladle
74,10,woodenspoon
74,11,ladle
74,12,plate
74,13,ladle
74,14,knife
74,14,ladle
74,15,cutlery
74,15,choppingboard
74,15,saltpepper
74,16,saltpepper
74,17,saltpepper
74,18,knife
74,18,plate
75,9,spatula
75,10,cup
75,10,choppingboard
75,10,cutlery
75,10,saltpepper
75,11,spatula
75,12,woodenspoon
75,13,saltpepper
75,14,choppingboard
75,14,cup
75,14,plate
75,15,choppingboard
75,15,woodenspoon
75,16,ladle
75,17,spatula
75,18,saltpepper
76,9,saltpepper
76,10,cutlery
76,10,cup
76,10,cutlery
76,10,plate
76,11,plate
76,12,saltpepper
76,13,spatula
76,14,ladle
76,15,knife
76,15,cutlery
76,15,knife
76,16,knife
76,16,plate
76,17,saltpepper
76,18,cutlery
76,18,knife
76,18,ladle
77,9,choppingboard
77,9,spatula
77,10,cutlery
77,10,cup
77,10,cup
77,10,choppingboard
77,10,woodenspoon
77,11,saltpepper
77,12,spatula
77,13,knife
77,13,woodenspoon
77,14,knife
77,14,knife
77,14,woodenspoon
77,15,ladle
77,16,knife
77,16,woodenspoon
77,17,knife
77,18,plate
78,9,choppingboard
78,9,woodenspoon
78,10,cutlery
78,10,knife
78,11,cutlery
78,11,spatula
78,12,cutlery
78,12,ladle
78,13,plate
78,14,knife
78,15,knife
78,15,ladle
78,16,cutlery
78,16,saltpepper
78,17,ladle
78,18,ladle
79,9,woodenspoon
79,10,knife
79,11,plate
79,12,cup
79,12,choppingboard
79,12,knife
79,12,spatula
79,13,saltpepper
79,14,knife
79,14,spatula
79,15,choppingboard
79,15,choppingboard
79,15,knife
79,15,woodenspoon
79,16,woodenspoon
79,17,plate
79,18,cutlery
79,18,saltpepper
80,9,cutlery
80,9,plate
80,10,spatula
80,11,knife
80,11,choppingboard
80,11,cutlery
80,11,spatula
80,12,ladle
80,13,knife
80,13,knife
80,13,ladle
80,14,spatula
80,15,plate
80,16,saltpepper
80,17,woodenspoon
80,18,ladle
81,9,plate
81,10,woodenspoon
81,11,knife
81,11,cutlery
81,11,ladle
81,12,saltpepper
81,13,choppingboard
81,13,ladle
81,14,choppingboard
81,14,knife
81,14,spatula
81,15,cutlery
81,15,cup
81,15,plate
81,16,knife
81,17,saltpepper
81,18,cup
81,18,plate
82,9,ladle
82,10,spatula
82,11,saltpepper
82,12,ladle
82,13,knife
82,13,cutlery
82,13,knife
82,13,plate
82,14,choppingboard
82,14,ladle
82,15,cutlery
82,15,ladle
82,16,cutlery
82,16,knife
82,16,choppingboard
82,16,spatula
82,17,cutlery
82,17,choppingboard
82,17,cutlery
82,17,choppingboard
82,17,cup
82,17,ladle
82,18,ladle
83,9,cutlery
83,9,cutlery
83,9,saltpepper
83,10,ladle
83,11,ladle
83,12,cutlery
83,12,saltpepper
83,13,woodenspoon
83,14,saltpepper
83,15,plate
83,16,choppingboard
83,16,cup
83,16,choppingboard
83,16,saltpepper
83,17,choppingboard
83,17,plate
83,18,cup
83,18,woodenspoon
84,9,spatula
84,10,saltpepper
84,11,ladle
84,12,cutlery
84,12,plate
84,13,cup
84,13,knife
84,13,cup
84,13,cutlery
84,13,knife
84,13,knife
84,14,ladle
84,15,cup
84,15,knife
84,16,woodenspoon
84,17,cutlery
84,17,knife
84,18,cup
84,18,plate
85,9,saltpepper
85,10,spatula
85,11,cutlery
85,11,knife
85,11,plate
85,12,ladle
85,13,spatula
85,14,cup
85,14,cup
85,14,choppingboard
85,14,cup
85,14,cutlery
85,14,knife
85,15,cup
85,15,cup
85,15,cutlery
85,15,spatula
85,16,choppingboard
85,16,choppingboard
85,16,saltpepper
85,17,plate
85,18,cup
85,18,cutlery
85,18,woodenspoon
86,9,cutlery
86,9,ladle
86,10,cutlery
86,10,ladle
86,11,plate
86,12,cutlery
86,12,saltpepper
86,13,cutlery
86,13,spatula
86,14,woodenspoon
86,15,knife
86,15,choppingboard
86,15,plate
86,16,knife
86,16,woodenspoon
86,17,saltpepper
86,18,saltpepper
87,9,woodenspoon
87,10,cup
87,10,cup
87,10,cup
87,10,choppingboard
87,10,choppingboard
87,10,knife
87,10,choppingboard
87,10,cup
87,10,cup
87,10,cutlery
87,10,knife
87,10,ladle
87,11,choppingboard
87,11,plate
87,12,plate
87,13,cutlery
87,13,choppingboard
87,13,choppingboard
87,13,cutlery
87,13,knife
87,13,plate
87,14,spatula
87,15,knife
87,15,spatula
87,16,ladle
87,17,knife
87,18,saltpepper
88,9,cup
88,9,saltpepper
88,10,ladle
88,11,cup
88,11,knife
88,11,choppingboard
88,11,saltpepper
88,12,woodenspoon
88,13,cup
88,13,saltpepper
88,14,cutlery
88,14,ladle
88,15,spatula
88,16,knife
88,17,knife
88,18,cup
88,18,knife
89,9,woodenspoon
89,10,knife
89,10,woodenspoon
89,11,saltpepper
89,12,knife
89,13,cutlery
89,13,knife
89,13,spatula
89,14,knife
89,15,knife
89,15,cutlery
89,15,cutlery
89,15,saltpepper
89,16,knife
89,17,plate
89,18,plate
90,9,plate
90,10,woodenspoon
90,11,knife
90,12,plate
90,13,cup
90,13,woodenspoon
90,14,knife
90,15,knife
90,15,saltpepper
90,16,knife
90,17,ladle
90,18,saltpepper
91,9,plate
91,10,ladle
91,11,woodenspoon
91,12,cup
91,12,saltpepper
91,13,woodenspoon
91,14,spatula
91,15,choppingboard
91,15,ladle
91,16,woodenspoon
91,17,saltpepper
91,18,knife
92,9,cup
92,9,cutlery
92,9,woodenspoon
92,10,plate
92,11,knife
92,12,plate
92,13,knife
92,14,knife
92,14,plate
92,15,woodenspoon
92,16,cup
92,16,ladle
92,17,woodenspoon
92,18,ladle
93,9,cutlery
93,9,woodenspoon
93,10,woodenspoon
93,11,plate
93,12,choppingboard
93,12,woodenspoon
93,13,saltpepper
93,14,plate
93,15,cutlery
93,15,woodenspoon
93,16,knife
93,17,choppingboard
93,17,plate
93,18,saltpepper
94,9,plate
94,10,ladle
94,11,choppingboard
94,11,saltpepper
94,12,cutlery
94,12,woodenspoon
94,13,ladle
94,14,spatula
94,15,choppingboard
94,15,saltpepper
94,16,woodenspoon
94,17,choppingboard
94,17,woodenspoon
94,18,cup
94,18,choppingboard
94,18,saltpepper
95,9,cutlery
95,9,ladle
95,10,cup
95,10,cup
95,10,saltpepper
95,11,spatula
95,12,cup
95,12,woodenspoon
95,13,woodenspoon
95,14,saltpepper
95,15,saltpepper
95,16,ladle
95,17,choppingboard
95,17,woodenspoon
95,18,cutlery
95,18,knife
95,18,woodenspoon
96,9,saltpepper
96,10,saltpepper
96,11,cup
96,11,spatula
96,12,ladle
96,13,cup
96,13,choppingboard
96,13,woodenspoon
96,14,knife
96,14,woodenspoon
96,15,cup
96,15,plate
96,16,woodenspoon
96,17,choppingboard
96,17,ladle
